Latitude,Longitude,LocalDate,LimitingMag,SQMReading,CloudCover,Country
-37.2976,144.243,2020-06-21,2,,0,Australia
-33.8626,151.09,2020-06-21,4,,0,Australia
-31.8801,115.772,2020-06-21,2,,0,Australia
-31.9103,115.877,2020-06-21,4,,0,Australia
-33.6641,115.301,2020-06-21,5,,0,Australia
-33.8626,151.09,2020-06-21,4,,0,Australia
-31.9037,115.859,2020-06-21,4,,0,Australia
-33.9461,115.066,2020-06-21,5,,0,Australia
-33.8008,151.086,2020-06-21,2,,0,Australia
-37.2421,144.448,2020-06-21,3,,0,Australia
-37.97,145.265,2020-06-21,2,,0,Australia
-37.97,145.265,2020-06-21,2,,0,Australia
-30.1695,153.186,2020-06-21,5,,0,Australia
-33.7886,151.072,2020-06-21,3,,0,Australia
-32.2597,150.892,2020-06-21,5,,0,Australia
-33.9604,116.31,2020-06-21,7,,0,Australia
-30.3324,149.781,2020-06-21,1,,0,Australia
-32.0583,115.758,2020-06-21,3,,0,Australia
-32.0583,115.758,2020-06-21,3,,0,Australia
-32.0583,115.758,2020-06-21,3,,0,Australia
-32.0583,115.758,2020-06-21,3,,0,Australia
-31.5206,116.326,2020-06-21,7,,0,Australia
-32.341,115.823,2020-06-21,4,,0,Australia
-32.5704,115.666,2020-06-21,1,,0,Australia
-38.1456,144.345,2020-06-21,3,,0,Australia
-32.5704,115.666,2020-06-21,1,,0,Australia
-32.5704,115.666,2020-06-21,1,,0,Australia
-26.4007,153.107,2020-06-21,3,,0,Australia
-29.6892,115.891,2020-06-21,4,,0,Australia
-32.0607,115.872,2020-06-21,3,,0,Australia
-32.1025,115.783,2020-06-21,5,,0,Australia
-38.0495,145.382,2020-06-21,4,,0,Australia
-29.6892,115.891,2020-06-21,4,,0,Australia
-30.5178,153.018,2020-06-21,5,,0,Australia
-31.8085,115.75,2020-06-21,5,,0,Australia
-31.0204,143.04,2020-06-21,5,,0,Australia
-31.5451,115.655,2020-06-21,5,,0,Australia
-32.0336,115.755,2020-06-21,3,,0,Australia
-37.8072,144.96,2020-06-21,1,,0,Australia
-37.7553,145.014,2020-06-21,1,,0,Australia
-32.0433,115.897,2020-06-21,3,,0,Australia
-31.9842,115.778,2020-06-21,5,,0,Australia
-32.0495,115.801,2020-06-21,2,,0,Australia
-32.341,115.823,2020-06-21,4,,0,Australia
-33.8353,151.208,2020-06-21,4,,0,Australia
-33.8396,151.205,2020-06-21,4,,0,Australia
-33.8773,151.154,2020-06-21,2,,0,Australia
-32.0255,115.837,2020-06-21,3,,0,Australia
-38.2473,144.173,2020-06-21,5,,0,Australia
-31.9104,115.86,2020-06-21,4,,0,Australia
-33.9244,151.034,2020-06-21,1,,0,Australia
-33.6348,115.388,2020-06-21,4,,0,Australia
-31.5638,152.693,2020-06-21,5,,0,Australia
-33.7885,151.072,2020-06-21,3,,0,Australia
-35.3675,149.111,2020-06-21,5,,0,Australia
-31.9796,115.778,2020-06-21,5,,0,Australia
-29.1084,153.426,2020-06-21,3,,0,Australia
-33.4755,150.972,2020-06-21,4,,0,Australia
-33.7751,151.126,2020-06-21,2,,0,Australia
-33.749,151.174,2020-06-21,4,,0,Australia
-31.5451,115.655,2020-06-21,5,,0,Australia
-32.0284,115.919,2020-06-21,4,,0,Australia
-31.8085,115.75,2020-06-21,5,,0,Australia
-31.9505,115.86,2020-06-21,4,,0,Australia
-33.7529,150.972,2020-06-21,3,,0,Australia
-35.3697,149.086,2020-06-21,3,,0,Australia
-33.8625,151.111,2020-06-21,2,,0,Australia
-38.0495,145.382,2020-06-21,4,,0,Australia
-31.5638,152.693,2020-06-21,5,,0,Australia
-32.9066,151.7,2020-06-21,3,,0,Australia
-31.8584,115.946,2020-06-21,4,,0,Australia
-26.4014,153.019,2020-06-21,5,,0,Australia
-34.3775,150.912,2020-06-21,3,,0,Australia
-32.7415,151.065,2020-06-21,4,,0,Australia
-31.9053,116.102,2020-06-21,4,,0,Australia
-12.3836,130.844,2020-06-21,4,,0,Australia
-32.5566,115.739,2020-06-21,2,,0,Australia
-32.0677,115.745,2020-06-21,2,,0,Australia
-31.8852,115.88,2020-06-21,3,,0,Australia
-31.5638,152.693,2020-06-21,6,,0,Australia
-33.7883,151.04,2020-06-21,2,,0,Australia
-33.9232,151.19,2020-06-21,2,,0,Australia
-38.3341,144.304,2020-06-21,3,,0,Australia
-31.8891,115.764,2020-06-21,3,,0,Australia
-31.8891,115.764,2020-06-21,3,,0,Australia
-36.0655,146.927,2020-06-21,2,,0,Australia
-33.93,151.153,2020-06-21,1,,0,Australia
-35.4694,149.108,2020-06-21,5,,0,Australia
40.4588,-80.0098,2020-06-21,3,,0,Australia
-33.6366,150.904,2020-06-21,4,,0,Australia
-31.663,115.703,2020-06-21,5,,0,Australia
-33.5732,115.831,2020-06-21,4,,0,Australia
-32.0257,115.852,2020-06-21,4,,0,Australia
-31.9396,115.836,2020-06-21,2,,0,Australia
-35.4383,149.093,2020-06-21,4,,0,Australia
-36.0032,146.023,2020-06-21,5,,0,Australia
-33.8261,151.198,2020-06-21,2,,0,Australia
-33.875,151.142,2020-06-21,4,,0,Australia
-31.9789,115.928,2020-06-21,5,,0,Australia
-33.3048,117.349,2020-06-21,6,,0,Australia
-32.0059,116.113,2020-06-21,5,20.25,0,Australia
-31.9819,115.898,2020-06-21,2,,0,Australia
-32.7415,151.065,2020-06-21,4,,0,Australia
-32.0602,115.782,2020-06-21,3,,0,Australia
-34.5725,150.768,2020-06-21,1,,0,Australia
-31.9917,115.766,2020-06-21,5,,0,Australia
-27.4946,153.059,2020-06-21,3,,0,Australia
-34.4955,150.429,2020-06-21,6,,0,Australia
-30.21,152.897,2020-06-21,5,,0,Australia
-32.9987,151.588,2020-06-21,3,,0,Australia
-32.0478,115.778,2020-06-21,2,,0,Australia
-32.7636,116.383,2020-06-21,6,,0,Australia
-38.1333,144.35,2020-06-21,2,,0,Australia
-37.7418,142.018,2020-06-21,5,,0,Australia
-32.7326,152.003,2020-06-21,5,,0,Australia
-31.8114,115.876,2020-06-21,2,,0,Australia
-32.0667,115.789,2020-06-21,3,,0,Australia
-33.857,151.087,2020-06-21,2,,0,Australia
-34.8897,150.586,2020-06-21,5,,0,Australia
-31.953,115.817,2020-06-21,4,,0,Australia
-32.0723,115.8,2020-06-21,1,,0,Australia
-31.9916,115.766,2020-06-21,5,,0,Australia
-33.7883,151.04,2020-06-21,2,,0,Australia
-32.8752,151.649,2020-06-21,4,,0,Australia
-31.9204,115.832,2020-06-21,2,,0,Australia
-31.9131,116.031,2020-06-21,3,,0,Australia
-32.5146,151.167,2020-06-21,5,,0,Australia
-34.4241,150.886,2020-06-21,3,,0,Australia
-36.0032,146.023,2020-06-21,3,,0,Australia
-23.9527,151.353,2020-06-21,5,,0,Australia
-33.9754,151.107,2020-06-21,3,,0,Australia
-15.4758,145.247,2020-06-21,6,,0,Australia
-33.4053,151.377,2020-06-21,3,,0,Australia
-32.2452,115.961,2020-06-21,5,,0,Australia
-32.5355,115.692,2020-06-21,6,,0,Australia
-29.6848,152.944,2020-06-21,4,,0,Australia
-34.9333,150.767,2020-06-21,5,,0,Australia
-32.0076,116.136,2020-06-21,5,20.32,0,Australia
-35.0604,117.615,2020-06-21,5,,0,Australia
-32.5237,115.7,2020-06-21,5,,0,Australia
-33.482,115.728,2020-06-21,4,,0,Australia
-32.5237,115.7,2020-06-21,5,,0,Australia
-26.781,153.094,2020-06-21,4,12.0,0,Australia
-33.2359,151.567,2020-06-21,6,,0,Australia
-31.9644,115.864,2020-06-21,4,,0,Australia
-34.4278,150.893,2020-06-21,1,,0,Australia
-35.0604,117.615,2020-06-21,5,,0,Australia
-31.9777,115.892,2020-06-21,1,,0,Australia
-33.9677,115.085,2020-06-21,6,,0,Australia
-31.7488,115.819,2020-06-21,2,,0,Australia
-33.3985,151.36,2020-06-21,3,,0,Australia
-33.8271,150.991,2020-06-21,2,,0,Australia
-31.6554,115.998,2020-06-21,2,,0,Australia
-33.8499,151.129,2020-06-21,2,,0,Australia
-27.386,153.051,2020-06-21,2,,0,Australia
-12.3648,130.867,2020-06-21,3,,0,Australia
-31.9174,115.83,2020-06-21,4,,0,Australia
-29.6843,152.943,2020-06-21,4,,0,Australia
-31.1176,150.916,2020-06-21,2,,0,Australia
-31.8114,115.876,2020-06-21,4,,0,Australia
-33.3574,115.631,2020-06-21,4,,0,Australia
-31.9411,115.806,2020-06-21,2,,0,Australia
-32.5237,115.7,2020-06-21,5,,0,Australia
-32.5237,115.7,2020-06-21,5,,0,Australia
-34.8897,150.586,2020-06-21,5,,0,Australia
-30.3383,139.378,2020-06-21,6,21.68,0,Australia
-34.4241,150.886,2020-06-21,3,,0,Australia
-34.0101,151.051,2020-06-21,5,,0,Australia
-32.0654,115.756,2020-06-21,2,,0,Australia
-33.9408,151.119,2020-06-21,3,,0,Australia
-33.6843,151.289,2020-06-21,2,,0,Australia
-33.7898,151.204,2020-06-21,3,,0,Australia
-31.7478,115.776,2020-06-21,4,,0,Australia
-32.0346,115.815,2020-06-21,3,,0,Australia
-35.6379,137.211,2020-06-21,7,,0,Australia
-33.2492,151.49,2020-06-21,5,,0,Australia
-32.6667,152.16,2020-06-21,4,,0,Australia
-31.9037,115.792,2020-06-21,4,,0,Australia
-32.2452,115.961,2020-06-21,2,,0,Australia
-31.8767,115.923,2020-06-21,2,,0,Australia
-31.8767,115.923,2020-06-21,2,,0,Australia
-31.9131,116.031,2020-06-21,3,,0,Australia
-26.5,153.067,2020-06-21,2,,0,Australia
-33.7809,151.189,2020-06-21,2,,0,Australia
-31.9962,115.914,2020-06-21,4,,0,Australia
-31.9078,115.947,2020-06-21,5,,0,Australia
-32.034,115.774,2020-06-21,4,,0,Australia
-27.7379,153.145,2020-06-21,4,,0,Australia
-32.462,115.796,2020-06-21,5,,0,Australia
-34.3773,150.912,2020-06-21,3,,0,Australia
-32.0654,115.756,2020-06-21,2,,0,Australia
-32.0499,115.765,2020-06-21,2,,0,Australia
-30.3117,139.336,2020-06-21,6,21.54,0,Australia
-33.7649,151.123,2020-06-21,3,,0,Australia
-28.2198,149.926,2020-06-21,6,,0,Australia
-31.1175,150.916,2020-06-21,2,,0,Australia
-32.8988,151.679,2020-06-21,4,,0,Australia
-33.9399,151.119,2020-06-21,3,,0,Australia
-33.744,151.012,2020-06-21,4,,0,Australia
-33.839,151.041,2020-06-21,4,18.2,0,Australia
-32.123,116.011,2020-06-21,3,,0,Australia
-12.4327,130.841,2020-06-21,2,,0,Australia
-33.7649,151.123,2020-06-21,3,,0,Australia
-32.4901,115.744,2020-06-21,6,,0,Australia
-32.4713,115.773,2020-06-21,4,,0,Australia
-31.9783,115.875,2020-06-21,4,,0,Australia
-33.8752,151.274,2020-06-21,2,,0,Australia
-26.5,153.067,2020-06-21,2,,0,Australia
-33.4033,115.606,2020-06-21,4,,0,Australia
-34.7349,150.826,2020-06-21,4,,0,Australia
-33.5725,115.824,2020-06-21,3,,0,Australia
-34.6495,150.777,2020-06-21,5,,0,Australia
-31.9255,116.08,2020-06-21,4,,0,Australia
-33.8962,151.176,2020-06-21,2,,0,Australia
-30.9269,117.103,2020-06-21,5,,0,Australia
-30.3388,139.376,2020-06-21,7,,0,Australia
-33.2492,151.49,2020-06-21,5,,0,Australia
-32.0284,115.919,2020-06-21,3,,0,Australia
-32.0284,115.919,2020-06-21,3,,0,Australia
-32.1192,116.075,2020-06-21,5,,0,Australia
-34.4224,150.873,2020-06-21,4,,0,Australia
-34.4224,150.873,2020-06-21,4,,0,Australia
-33.8227,151.194,2020-06-21,3,,0,Australia
-31.9092,115.839,2020-06-21,4,,0,Australia
-33.7712,151.047,2020-06-21,4,,0,Australia
-31.4916,115.588,2020-06-21,4,,0,Australia
-33.2629,115.743,2020-06-21,4,,0,Australia
-33.9012,151.257,2020-06-21,2,,0,Australia
-31.9371,115.869,2020-06-21,4,,0,Australia
-31.889,115.918,2020-06-21,2,,0,Australia
-32.1526,116.062,2020-06-21,3,,0,Australia
-34.4258,150.875,2020-06-21,2,,0,Australia
-33.7293,151.173,2020-06-21,4,,0,Australia
-32.763,151.749,2020-06-21,2,,0,Australia
-26.4054,153.025,2020-06-21,2,,0,Australia
-33.3234,116.099,2020-06-21,7,,0,Australia
-30.3183,139.329,2020-06-21,7,,0,Australia
-33.7907,150.931,2020-06-21,4,,0,Australia
-33.7907,150.931,2020-06-21,4,,0,Australia
-32.0338,115.917,2020-06-21,4,,0,Australia
-31.9942,115.911,2020-06-21,5,,0,Australia
-32.4713,115.773,2020-06-21,4,,0,Australia
-33.4631,151.313,2020-06-21,3,,0,Australia
-37.7261,142.018,2020-06-21,3,,0,Australia
-33.5712,115.824,2020-06-21,2,,0,Australia
-33.4846,151.353,2020-06-21,3,,0,Australia
-32.1192,116.075,2020-06-21,5,,0,Australia
-31.9371,115.869,2020-06-21,5,,0,Australia
-33.839,151.041,2020-06-21,4,18.2,0,Australia
-31.9783,115.875,2020-06-21,4,,0,Australia
-33.6965,151.099,2020-06-21,3,,0,Australia
-35.0112,117.903,2020-06-21,4,,0,Australia
-35.0112,117.903,2020-06-21,4,,0,Australia
-30.928,117.104,2020-06-21,6,,0,Australia
-37.9458,145.493,2020-06-21,1,,0,Australia
-26.5659,153.088,2020-06-21,4,,0,Australia
-32.6283,115.626,2020-06-21,5,,0,Australia
-31.8105,115.773,2020-06-21,2,,0,Australia
42.1418,-71.3967,2020-06-21,5,,0,Australia
-32.1526,116.062,2020-06-21,3,,0,Australia
-38.4646,144.078,2020-06-21,4,,0,Australia
-36.3652,146.686,2020-06-21,4,,0,Australia
-33.6651,115.322,2020-06-21,5,,0,Australia
-36.0844,146.94,2020-06-21,7,,0,Australia
-23.5268,148.165,2020-06-21,2,,0,Australia
-37.7418,142.018,2020-06-21,5,,0,Australia
-34.4911,150.274,2020-06-21,6,,0,Australia
-34.4911,150.274,2020-06-21,6,,0,Australia
-31.9487,115.94,2020-06-21,2,,0,Australia
-31.9487,115.94,2020-06-21,2,,0,Australia
-31.9487,115.94,2020-06-21,2,,0,Australia
-21.943,-3.35938,2020-06-21,4,,0,Australia
-35.0185,137.598,2020-06-21,6,,0,Australia
-35.0185,137.598,2020-06-21,6,,0,Australia
-33.938,115.03,2020-06-21,5,,0,Australia
-31.8681,115.777,2020-06-21,2,,0,Australia
-36.1241,146.882,2020-06-21,2,,0,Australia
-32.1216,115.81,2020-06-21,4,,0,Australia
-32.6864,151.7,2020-06-21,5,,0,Australia
-33.371,115.631,2020-06-21,3,,0,Australia
-31.7577,115.763,2020-06-21,3,,0,Australia
-33.8837,151.198,2020-06-21,2,,0,Australia
-26.5897,152.907,2020-06-21,1,,0,Australia
-20.7102,139.487,2020-06-21,2,,0,Australia
-33.8821,151.169,2020-06-21,5,,0,Australia
-32.0447,115.77,2020-06-21,2,,0,Australia
-32.6864,151.7,2020-06-21,4,,0,Australia
-32.0147,115.898,2020-06-21,4,,0,Australia
-33.6783,115.242,2020-06-21,3,,0,Australia
-26.2939,152.95,2020-06-21,5,,0,Australia
-32.1076,116.029,2020-06-21,4,,0,Australia
-27.9349,151.904,2020-06-21,5,,0,Australia
-21.6343,116.349,2020-06-21,4,,0,Australia
-36.4785,150.087,2020-06-21,6,,0,Australia
-31.8681,115.777,2020-06-21,2,,0,Australia
-30.9648,115.374,2020-06-21,7,,0,Australia
-34.3792,150.894,2020-06-21,4,,0,Australia
-33.2598,151.512,2020-06-21,4,,0,Australia
-31.6579,115.72,2020-06-21,3,,0,Australia
-33.6106,151.145,2020-06-21,6,,0,Australia
-33.7946,150.903,2020-06-21,1,,0,Australia
-12.358,130.888,2020-06-21,1,,0,Australia
-31.9501,116.059,2020-06-21,4,,0,Australia
-26.4501,151.348,2020-06-21,1,,0,Australia
-33.7563,150.953,2020-06-21,2,,0,Australia
-31.8409,115.762,2020-06-21,5,,0,Australia
-31.9366,115.805,2020-06-21,2,,0,Australia
-34.5426,150.388,2020-06-21,5,,0,Australia
-33.9716,150.907,2020-06-21,3,,0,Australia
-35.3161,149.14,2020-06-21,2,,0,Australia
-35.4407,150.4,2020-06-21,4,,0,Australia
-33.26,151.512,2020-06-21,4,,0,Australia
-31.7579,115.763,2020-06-21,2,,0,Australia
-31.7577,115.763,2020-06-21,1,,0,Australia
-32.0749,115.864,2020-06-21,2,,0,Australia
-33.7014,150.995,2020-06-21,4,,0,Australia
-31.925,115.892,2020-06-21,2,,0,Australia
-36.4232,148.62,2020-06-21,5,,0,Australia
-23.6901,133.894,2020-06-21,4,,0,Australia
-35.3131,149.146,2020-06-21,4,,0,Australia
-33.7014,150.995,2020-06-21,4,,0,Australia
-26.7539,153.104,2020-06-21,5,,0,Australia
-33.6485,115.081,2020-06-21,4,,0,Australia
-31.9366,115.805,2020-06-21,2,,0,Australia
-33.7907,150.931,2020-06-21,5,,0,Australia
-34.5458,150.854,2020-06-21,4,,0,Australia
-33.8661,121.885,2020-06-21,4,,0,Australia
-33.9774,116.133,2020-06-21,6,,0,Australia
-30.9657,115.372,2020-06-21,7,,0,Australia
-30.9657,115.372,2020-06-21,7,,0,Australia
-19.6484,134.19,2020-06-21,6,,0,Australia
-26.6494,153.071,2020-06-21,4,,0,Australia
-31.9059,115.848,2020-06-21,3,,0,Australia
-33.7811,151.086,2020-06-21,4,,0,Australia
-33.7349,151.048,2020-06-21,4,,0,Australia
-31.9287,116.088,2020-06-21,2,,0,Australia
-26.379,153.034,2020-06-21,3,,0,Australia
-34.1787,142.153,2020-06-21,5,,0,Australia
-35.1975,149.154,2020-06-21,4,,0,Australia
-33.2599,151.512,2020-06-21,4,,0,Australia
-12.4634,130.846,2020-06-21,2,,0,Australia
-12.3589,130.887,2020-06-21,1,,0,Australia
-33.7865,150.972,2020-06-21,2,,0,Australia
-32.1254,115.822,2020-06-21,3,,0,Australia
-12.4392,130.839,2020-06-21,2,,0,Australia
-12.4392,130.839,2020-06-21,2,,0,Australia
-32.0499,115.765,2020-06-21,2,,0,Australia
-33.8768,151.174,2020-06-21,2,,0,Australia
-33.8768,151.174,2020-06-21,2,,0,Australia
-26.5333,153.033,2020-06-21,3,,0,Australia
-31.8694,115.818,2020-06-21,4,,0,Australia
-31.9287,116.088,2020-06-21,2,,0,Australia
-34.5724,150.768,2020-06-21,3,,0,Australia
-33.6807,115.262,2020-06-21,4,,0,Australia
-33.912,151.152,2020-06-21,3,,0,Australia
-26.5655,153.089,2020-06-21,4,,0,Australia
-33.8841,151.243,2020-06-21,4,,0,Australia
-33.8841,151.243,2020-06-21,4,,0,Australia
-31.8501,115.815,2020-06-21,3,,0,Australia
-33.4267,115.617,2020-06-21,4,,0,Australia
-29.1832,149.801,2020-06-21,7,,0,Australia
-31.3342,115.672,2020-06-21,7,,0,Australia
-37.3657,144.534,2020-06-21,3,,0,Australia
-33.8765,151.122,2020-06-21,1,,0,Australia
-33.8765,151.122,2020-06-21,1,,0,Australia
-12.3882,130.848,2020-06-21,4,,0,Australia
-33.8923,151.193,2020-06-21,1,,0,Australia
-33.901,151.148,2020-06-21,2,,0,Australia
-32.5115,115.766,2020-06-21,5,,0,Australia
-32.5115,115.766,2020-06-21,5,,0,Australia
-32.5375,115.692,2020-06-21,2,,0,Australia
-33.8688,151.086,2020-06-21,2,,0,Australia
-26.69,153.101,2020-06-21,4,,0,Australia
-26.69,153.101,2020-06-21,4,,0,Australia
-26.69,153.101,2020-06-21,4,,0,Australia
-31.823,115.84,2020-06-21,2,,0,Australia
-31.823,115.84,2020-06-21,2,,0,Australia
-33.8653,151.13,2020-06-21,2,,0,Australia
-27.4416,152.942,2020-06-21,4,,0,Australia
-31.7918,115.759,2020-06-21,3,,0,Australia
-26.1509,131.147,2020-06-21,6,,0,Australia
-31.8745,115.753,2020-06-21,3,,0,Australia
-32.0123,115.87,2020-06-21,2,,0,Australia
-27.7785,152.126,2020-06-21,3,,0,Australia
-34.6051,117.702,2020-06-21,6,,0,Australia
-31.8309,116.165,2020-06-21,5,,0,Australia
-33.8723,151.045,2020-06-21,3,,0,Australia
-33.8661,121.885,2020-06-21,4,,0,Australia
-33.7395,150.846,2020-06-21,1,,0,Australia
-31.7904,116.001,2020-06-21,6,,0,Australia
-32.8892,151.252,2020-06-21,4,,0,Australia
-33.8469,151.073,2020-06-21,2,,0,Australia
-32.0443,115.838,2020-06-21,2,,0,Australia
-32.0408,115.792,2020-06-21,2,,0,Australia
-32.0076,116.136,2020-06-21,6,20.4,0,Australia
-28.5387,150.298,2020-06-21,7,,0,Australia
-34.0864,150.786,2020-06-21,5,,0,Australia
-33.7653,151.033,2020-06-21,2,,0,Australia
-25.9193,153.003,2020-06-21,5,,0,Australia
-32.0659,115.822,2020-06-21,1,,0,Australia
-30.3117,139.336,2020-06-21,7,,0,Australia
-32.9556,151.292,2020-06-21,6,,0,Australia
-33.7382,151.147,2020-06-21,4,,0,Australia
-33.6596,121.629,2020-06-21,5,,0,Australia
-33.8841,151.243,2020-06-21,4,,0,Australia
-38.1162,145.297,2020-06-21,6,,0,Australia
-16.0616,136.302,2020-06-21,4,,0,Australia
-35.5349,138.678,2020-06-21,5,,0,Australia
-32.5185,115.76,2020-06-21,3,,0,Australia
-32.4951,115.75,2020-06-21,3,,0,Australia
-34.3026,150.937,2020-06-21,2,,0,Australia
-33.8477,151.105,2020-06-21,2,,0,Australia
-25.5183,152.688,2020-06-21,5,,0,Australia
-32.0511,115.94,2020-06-21,4,,0,Australia
-31.9037,115.792,2020-06-21,4,,0,Australia
-29.4312,147.981,2020-06-21,5,,0,Australia
-30.7192,121.455,2020-06-21,4,,0,Australia
-36.3558,143.696,2020-06-21,4,,0,Australia
-28.5333,150.286,2020-06-21,7,,0,Australia
-38.3506,144.293,2020-06-21,2,,0,Australia
-33.8584,150.895,2020-06-21,3,,0,Australia
-32.8107,115.713,2020-06-21,4,,0,Australia
-32.8107,115.713,2020-06-21,4,,0,Australia
-32.4075,115.786,2020-06-21,5,,0,Australia
-31.9122,115.775,2020-06-21,2,,0,Australia
-37.1796,143.406,2020-06-21,2,,0,Australia
-20.7479,139.507,2020-06-21,4,,0,Australia
-20.7479,139.507,2020-06-21,4,,0,Australia
-37.0092,149.623,2020-06-21,7,,0,Australia
-24.3628,151.305,2020-06-21,3,,0,Australia
-31.9858,115.914,2020-06-21,4,,0,Australia
-31.3342,115.672,2020-06-21,7,,0,Australia
-26.7672,153.124,2020-06-21,2,,0,Australia
-26.7706,153.129,2020-06-21,2,,0,Australia
-32.004,115.763,2020-06-21,3,,0,Australia
-32.0682,115.776,2020-06-21,3,,0,Australia
-34.3026,150.937,2020-06-21,2,,0,Australia
-31.9366,115.805,2020-06-21,2,,0,Australia
-33.8511,151.155,2020-06-21,3,,0,Australia
-38.3878,142.485,2020-06-21,4,,0,Australia
-16.0616,136.302,2020-06-21,4,,0,Australia
-31.997,115.87,2020-06-21,3,,0,Australia
-37.0265,141.283,2020-06-21,5,,0,Australia
-36.3558,143.696,2020-06-21,4,,0,Australia
-33.6708,151.115,2020-06-21,3,,0,Australia
-35.5349,138.678,2020-06-21,5,,0,Australia
-25.2882,152.768,2020-06-21,4,,0,Australia
-12.3856,135.0,2020-06-21,5,,0,Australia
-32.0127,115.756,2020-06-21,4,,0,Australia
-27.5609,151.94,2020-06-21,4,,0,Australia
-36.3754,142.991,2020-06-21,5,,0,Australia
-37.844,140.79,2020-06-21,5,,0,Australia
-33.4687,115.578,2020-06-21,6,,0,Australia
-33.4687,115.578,2020-06-21,6,,0,Australia
-12.3617,130.894,2020-06-21,4,,0,Australia
-37.0265,141.283,2020-06-21,5,,0,Australia
-31.816,115.967,2020-06-21,5,,0,Australia
-31.816,115.967,2020-06-21,5,,0,Australia
-34.5638,150.827,2020-06-21,3,,0,Australia
-26.4725,153.094,2020-06-21,4,,0,Australia
-33.8302,151.127,2020-06-21,4,,0,Australia
-12.3781,130.905,2020-06-21,4,,0,Australia
-37.0093,149.623,2020-06-21,7,,0,Australia
-27.5598,151.951,2020-06-21,4,,0,Australia
-33.2501,151.514,2020-06-21,2,,0,Australia
-31.8771,115.821,2020-06-21,2,,0,Australia
-32.7313,151.855,2020-06-21,5,,0,Australia
-38.1173,145.238,2020-06-21,2,,0,Australia
-31.9221,115.782,2020-06-21,5,,0,Australia
-19.6484,134.19,2020-06-21,2,,0,Australia
-35.5225,149.799,2020-06-21,5,,0,Australia
-32.031,115.795,2020-06-21,2,,0,Australia
-33.7356,151.079,2020-06-21,3,,0,Australia
-32.0376,115.78,2020-06-21,2,,0,Australia
-32.0556,115.847,2020-06-21,2,,0,Australia
-32.0556,115.847,2020-06-21,2,,0,Australia
-15.4858,128.115,2020-06-21,7,,0,Australia
-33.2501,151.514,2020-06-21,2,,0,Australia
-41.0634,145.893,2020-06-21,3,,0,Australia
-27.5062,153.359,2020-06-21,2,,0,Australia
-26.6354,153.079,2020-06-21,2,,0,Australia
-27.2312,150.87,2020-06-21,6,,0,Australia
-33.8918,151.177,2020-06-21,2,,0,Australia
-36.3754,142.991,2020-06-21,5,,0,Australia
-31.8135,115.85,2020-06-21,3,,0,Australia
-32.0338,115.802,2020-06-21,2,,0,Australia
-32.5077,115.744,2020-06-21,2,,0,Australia
-31.7664,115.983,2020-06-21,3,,0,Australia
-31.8745,115.753,2020-06-21,3,,0,Australia
-33.4473,151.436,2020-06-21,5,,0,Australia
-24.0046,151.215,2020-06-21,5,,0,Australia
-34.3706,150.901,2020-06-21,4,,0,Australia
-27.5055,153.362,2020-06-21,2,,0,Australia
-33.469,115.577,2020-06-21,6,,0,Australia
-31.9991,116.057,2020-06-21,3,,0,Australia
-12.5262,131.149,2020-06-21,3,17.66,0,Australia
-31.8957,116.041,2020-06-21,4,,0,Australia
-12.3662,130.896,2020-06-21,4,,0,Australia
-34.0182,150.827,2020-06-21,3,,0,Australia
-20.752,116.802,2020-06-21,3,,0,Australia
-32.1983,115.958,2020-06-21,5,,0,Australia
-32.75,151.333,2020-06-21,4,,0,Australia
-26.6462,153.087,2020-06-21,4,,0,Australia
-24.8293,152.467,2020-06-21,2,,0,Australia
-31.8092,116.297,2020-06-21,6,,0,Australia
-34.1802,150.988,2020-06-21,2,,0,Australia
-33.4478,151.436,2020-06-21,5,,0,Australia
-26.4079,146.238,2020-06-21,6,,0,Australia
-24.0735,132.267,2020-06-21,6,,0,Australia
-31.7279,115.728,2020-06-21,3,,0,Australia
-23.1533,150.759,2020-06-21,2,,0,Australia
-34.5884,150.597,2020-06-21,6,,0,Australia
-24.0726,132.272,2020-06-21,6,,0,Australia
-33.3885,151.301,2020-06-21,4,,0,Australia
-33.2937,151.413,2020-06-21,2,,0,Australia
-34.0182,150.827,2020-06-21,3,,0,Australia
-36.3652,146.686,2020-06-21,4,,0,Australia
-31.9991,116.057,2020-06-21,4,,0,Australia
-37.5116,144.592,2020-06-21,2,,0,Australia
-38.1869,146.253,2020-06-21,3,,0,Australia
-41.0427,145.83,2020-06-21,4,,0,Australia
-33.2937,151.413,2020-06-21,2,,0,Australia
-33.0928,151.632,2020-06-21,3,,0,Australia
-15.6432,130.467,2020-06-21,7,,0,Australia
-34.0332,151.028,2020-06-21,4,,0,Australia
-34.0332,151.028,2020-06-21,4,,0,Australia
-31.0365,150.236,2020-06-21,7,,0,Australia
-30.9086,153.053,2020-06-21,6,,0,Australia
-34.4549,140.569,2020-06-21,6,,0,Australia
-20.7457,116.81,2020-06-21,5,,0,Australia
-32.4074,115.76,2020-06-21,2,,0,Australia
-32.4074,115.76,2020-06-21,2,,0,Australia
-32.4074,115.76,2020-06-21,2,,0,Australia
-26.9401,118.956,2020-06-21,5,,0,Australia
-26.9401,118.956,2020-06-21,5,,0,Australia
-26.9401,118.956,2020-06-21,5,,0,Australia
-12.3864,130.879,2020-06-21,4,,0,Australia
